key,id,eco,Name,book,fen6,mainline,slug,eval,checkmate,family,white,draw,black,family name
r2qkb1r/pp1bnppp/2n1p3/3pP3/1P1p4/P1P2N2/5PPP/RNBQKB1R w KQkq,54102,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkb1r/pp1bnppp/2n1p3/3pP3/1P1p4/P1P2N2/5PPP/RNBQKB1R w KQkq - 0 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 Nge7 7.b4 cxd4,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-Nge7-7.b4-cxd4,-0.04,0,632,26.89,30.19,42.92,French Defense
r2qkb1r/pp1bnppp/2n1p3/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq,54105,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkb1r/pp1bnppp/2n1p3/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq b3 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 Nge7 7.b4,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-Nge7-7.b4,-0.02,0,632,27.75,29.07,43.17,French Defense
r2qkb1r/pp1bnppp/2n1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,54106,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkb1r/pp1bnppp/2n1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 Nge7,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-Nge7,0.24,0,632,28.14,29.51,42.35,French Defense
r2qkbnr/pp1b2pp/2n1p3/2ppp3/3P4/P1PB1N2/1P3PPP/RNBQK2R w KQkq,54107,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b2pp/2n1p3/2ppp3/3P4/P1PB1N2/1P3PPP/RNBQK2R w KQkq - 0 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 f6 7.Bd3 fxe5,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-f6-7.Bd3-fxe5,0.41,0,632,43.59,23.08,33.33,French Defense
r3kbnr/ppqb2pp/2n1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQ1RK1 b kq,54109,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r3kbnr/ppqb2pp/2n1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQ1RK1 b kq - 3 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 f6 7.Bd3 Qc7 8.O-O,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-f6-7.Bd3-Qc7-8.O-O,0.62,0,632,34.75,25.53,39.72,French Defense
r3kbnr/ppqb2pp/2n1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQK2R w KQkq,54280,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r3kbnr/ppqb2pp/2n1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQK2R w KQkq - 2 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 f6 7.Bd3 Qc7,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-f6-7.Bd3-Qc7,0.5,0,632,33.62,24.02,42.36,French Defense
r2qkbnr/pp1b2pp/2n1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQK2R b KQkq,54289,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b2pp/2n1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQK2R b KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 f6 7.Bd3,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-f6-7.Bd3,0.42,0,632,39.13,24.04,36.83,French Defense
r2qkbnr/pp1b2pp/2n1pp2/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,54329,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b2pp/2n1pp2/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 f6,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-f6,0.57,0,632,35.46,21.57,42.97,French Defense
r2qkbnr/pp1b1ppp/2n1p3/3pP3/2pP4/P1P2NP1/1P3P1P/RNBQKB1R b KQkq,54402,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b1ppp/2n1p3/3pP3/2pP4/P1P2NP1/1P3P1P/RNBQKB1R b KQkq - 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 c4 7.g3,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-c4-7.g3,0.19,0,632,39.32,29.91,29.91,French Defense
r2qkbnr/pp1b1ppp/4p3/n2pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R w KQkq,54404,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b1ppp/4p3/n2pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R w KQkq - 2 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 c4 7.Nbd2 Na5,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-c4-7.Nbd2-Na5,0.18,0,632,31.03,27.59,41.38,French Defense
r2qkbnr/pp1b1ppp/2n1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq,54405,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b1ppp/2n1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 c4 7.Nbd2,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-c4-7.Nbd2,0.09,0,632,33.62,25.96,40.43,French Defense
r2qkbnr/pp1b1ppp/2n1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,54444,C02,French Defense: Advance; Paulsen; Euwe Variation,book,r2qkbnr/pp1b1ppp/2n1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.a3 c4,French-Defense-Advance-Paulsen-Euwe-Variation-6.a3-c4,0.13,0,632,32.82,25.95,41.07,French Defense
r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,9517,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 c4,French-Defense-Advance-Paulsen-Main-Line-6...c4,0.27,0,632,42.47,25.69,31.83,French Defense
r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq,9518,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kbnr/pp3ppp/1qn1p3/3pP3/2pP4/P1P2N2/1P1N1PPP/R1BQKB1R b KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 c4 7.Nbd2,French-Defense-Advance-Paulsen-Main-Line-6...c4-7.Nbd2,0.15,0,632,43.8,25.05,31.16,French Defense
r3kbnr/pp1b1ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,9519,C02,French Defense: Advance; Paulsen; Main Line,book,r3kbnr/pp1b1ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Bd7,French-Defense-Advance-Paulsen-Main-Line-6...Bd7,0.44,0,632,44.95,26.43,28.62,French Defense
r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R b KQkq,50627,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R b KQkq - 2 6,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.a3 Nc6 6.Nf3,French-Defense-Advance-Paulsen-Main-Line,0.24,0,632,42.07,25.5,32.43,French Defense
r1b1kb1r/pp2nppp/1qn1p3/3pP3/1P1P4/P4N2/5PPP/RNBQKB1R b KQkq,52259,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kb1r/pp2nppp/1qn1p3/3pP3/1P1P4/P4N2/5PPP/RNBQKB1R b KQkq - 0 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nge7 7.b4 cxd4 8.cxd4,French-Defense-Advance-Paulsen-Main-Line-6...Nge7-7.b4-cxd4-8.cxd4,0.28,0,632,47.69,28.46,23.85,French Defense
r1b1kb1r/pp2nppp/1qn1p3/3pP3/1P1p4/P1P2N2/5PPP/RNBQKB1R w KQkq,52260,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kb1r/pp2nppp/1qn1p3/3pP3/1P1p4/P1P2N2/5PPP/RNBQKB1R w KQkq - 0 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nge7 7.b4 cxd4,French-Defense-Advance-Paulsen-Main-Line-6...Nge7-7.b4-cxd4,0.24,0,632,41.89,32.43,25.68,French Defense
r1b1kb1r/pp2nppp/1qn1p3/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq,52261,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kb1r/pp2nppp/1qn1p3/2ppP3/1P1P4/P1P2N2/5PPP/RNBQKB1R b KQkq b3 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nge7 7.b4,French-Defense-Advance-Paulsen-Main-Line-6...Nge7-7.b4,0.4,0,632,44.44,29.63,25.93,French Defense
r1b1kb1r/pp2nppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,52262,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kb1r/pp2nppp/1qn1p3/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Nge7,French-Defense-Advance-Paulsen-Main-Line-6...Nge7,0.5,0,632,42.98,29.75,27.27,French Defense
r1b1kbnr/pp4pp/1qn1p3/2ppp3/3P4/P1PB1N2/1P3PPP/RNBQK2R w KQkq,52263,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kbnr/pp4pp/1qn1p3/2ppp3/3P4/P1PB1N2/1P3PPP/RNBQK2R w KQkq - 0 8,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 f6 7.Bd3 fxe5,French-Defense-Advance-Paulsen-Main-Line-6...f6-7.Bd3-fxe5,0.68,0,632,39.07,24.5,36.42,French Defense
r1b1kbnr/pp4pp/1qn1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQK2R b KQkq,52285,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kbnr/pp4pp/1qn1pp2/2ppP3/3P4/P1PB1N2/1P3PPP/RNBQK2R b KQkq - 1 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 f6 7.Bd3,French-Defense-Advance-Paulsen-Main-Line-6...f6-7.Bd3,0.62,0,632,44.34,21.7,33.96,French Defense
r1b1kbnr/pp4pp/1qn1pp2/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq,52286,C02,French Defense: Advance; Paulsen; Main Line,book,r1b1kbnr/pp4pp/1qn1pp2/2ppP3/3P4/P1P2N2/1P3PPP/RNBQKB1R w KQkq - 0 7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 f6,French-Defense-Advance-Paulsen-Main-Line-6...f6,0.52,0,632,42.98,19.88,37.13,French Defense
2r1kb1r/pp1b1ppp/1qn1p3/3pP3/1P1P2n1/P2BBN2/5PPP/RN1Q1RK1 b k,52400,C02,French Defense: Advance; Paulsen; Main Line,book,2r1kb1r/pp1b1ppp/1qn1p3/3pP3/1P1P2n1/P2BBN2/5PPP/RN1Q1RK1 b k - 6 11,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Bd7 7.b4 cxd4 8.cxd4 Rc8 9.Be3 Nh6 10.Bd3 Ng4 11.O-O,French-Defense-Advance-Paulsen-Main-Line...9.Be3-Nh6-10.Bd3-Ng4-11.O-O,0.36,0,632,43.04,31.65,25.32,French Defense
2r1kb1r/pp1b1ppp/1qn1p3/3pP3/1P1P2n1/P2BBN2/5PPP/RN1Q1RK1 b k,52400,C02,French Defense: Advance; Paulsen; Main Line,book,2r1kb1r/pp1b1ppp/1qn1p3/3pP3/1P1P2n1/P2BBN2/5PPP/RN1Q1RK1 b k - 6 11,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Bd7 7.b4 cxd4 8.cxd4 Rc8 9.Be3 Nh6 10.Bd3 Ng4 11.O-O,French-Defense-Advance-Paulsen-Main-Line...9.Be3-Nh6-10.Bd3-Ng4-11.O-O,0.36,0,632,43.04,31.65,25.32,French Defense
2r1kb1r/pp1b1ppp/1qn1p3/3pP3/1P1P2n1/P2BBN2/5PPP/RN1QK2R w KQk,52465,C02,French Defense: Advance; Paulsen; Main Line,book,2r1kb1r/pp1b1ppp/1qn1p3/3pP3/1P1P2n1/P2BBN2/5PPP/RN1QK2R w KQk - 5 11,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6 6.a3 Bd7 7.b4 cxd4 8.cxd4 Rc8 9.Be3 Nh6 10.Bd3 Ng4,French-Defense-Advance-Paulsen-Main-Line...9.Be3-Nh6-10.Bd3-Ng4,0.46,0,632,42.94,31.18,25.88,French Defense
